Data,Dia,Mês,Ano,Data_abr,Top,Titulo,Autor,Spotify_link
1972-06-03,3,6,1972,6/1972,3,The First Time Ever I Saw Your Face,Roberta Flack,https://open.spotify.com/track/0SxFyA4FqmEQqZVuAlg8lf
1972-06-03,3,6,1972,6/1972,5,Sylvia's Mother,Dr. Hook And The Medicine Show,https://open.spotify.com/track/4hLk7Bjz1XJWNDiqovvgBW
1972-07-01,1,7,1972,7/1972,1,Song Sung Blue,Neil Diamond,https://open.spotify.com/track/57KfogSy3eKuk5JHLKwCJv
1972-07-01,1,7,1972,7/1972,3,Outa-Space,Billy Preston,https://open.spotify.com/track/17KFO56mkVEKR0v8qOPlkU
1972-07-01,1,7,1972,7/1972,4,Lean On Me,Bill Withers,https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2
1972-07-01,1,7,1972,7/1972,5,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,https://open.spotify.com/track/2OyaNAq8BcGstyzueloqpE
1972-08-05,5,8,1972,8/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,https://open.spotify.com/track/54pvEYFocTlvIAQOfXSjqV
1972-08-05,5,8,1972,8/1972,2,Brandy (You're A Fine Girl),Looking Glass,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA
1972-08-05,5,8,1972,8/1972,3,(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram,https://open.spotify.com/track/54K7o2yNOMZYCtEDnfD6wI
1972-08-05,5,8,1972,8/1972,4,Daddy Don't You Walk So Fast,Wayne Newton,https://open.spotify.com/track/7buqgbdJkbLhAQIKqyYbbz
1972-08-05,5,8,1972,8/1972,5,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,https://open.spotify.com/track/2OyaNAq8BcGstyzueloqpE
1972-09-02,2,9,1972,9/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,https://open.spotify.com/track/54pvEYFocTlvIAQOfXSjqV
1972-09-02,2,9,1972,9/1972,2,Long Cool Woman (In A Black Dress),The Hollies,https://open.spotify.com/track/1J5XEPamp7iQaCU0aFuMnd
1972-09-02,2,9,1972,9/1972,3,I'm Still In Love With You,Al Green,https://open.spotify.com/track/6SMHgPgNkhe9lneNTbgtel
1972-09-02,2,9,1972,9/1972,4,Brandy (You're A Fine Girl),Looking Glass,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA
1972-09-02,2,9,1972,9/1972,5,Hold Your Head Up,Argent,https://open.spotify.com/track/3vfIv3pvYlLOa0wKIEuqFn
1972-10-07,7,10,1972,10/1972,1,Baby Don't Get Hooked On Me,Mac Davis,https://open.spotify.com/track/4z51Gf7Ppt9Lmu5zmnUIz9
1972-10-07,7,10,1972,10/1972,2,Ben,Michael Jackson,https://open.spotify.com/track/3vZMkLS1jP7NdNhzqGfUSW
1972-10-07,7,10,1972,10/1972,3,Back Stabbers,The O'Jays,https://open.spotify.com/track/28285KFbyCq8sJofn58qlD
1972-10-07,7,10,1972,10/1972,4,Everybody Plays The Fool,The Main Ingredient,https://open.spotify.com/track/3DkqEHCCqlkknDfksHWWu0
1972-10-07,7,10,1972,10/1972,5,Go All The Way,Raspberries,https://open.spotify.com/track/75GQIYnRaBg7ndHxhfYuQy
1972-11-04,4,11,1972,11/1972,1,I Can See Clearly Now,Johnny Nash,https://open.spotify.com/track/0DcrhZ12WcCqruCs8ibXSf
1972-11-04,4,11,1972,11/1972,2,Nights In White Satin,The Moody Blues,https://open.spotify.com/track/6L5BZEcZmD6RBJnimzlyKr
1972-11-04,4,11,1972,11/1972,3,My Ding-A-Ling,Chuck Berry,https://open.spotify.com/track/2L8mIvM1OwkJyGb3WwDFT3
1972-11-04,4,11,1972,11/1972,4,"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,https://open.spotify.com/track/2TcZ0F3g5Yy7MYdzF3RvQX
1972-11-04,4,11,1972,11/1972,5,Burning Love,Elvis Presley,https://open.spotify.com/track/7zMUCLm1TN9o9JlLISztxO
1972-12-02,2,12,1972,12/1972,1,Papa Was A Rollin' Stone,The Temptations,https://open.spotify.com/track/7MiLmLbwNoyf47xQ4TCVYp
1972-12-02,2,12,1972,12/1972,2,I Am Woman,Helen Reddy,https://open.spotify.com/track/3l2hbXdvmaH3tUd3qWLKgm
1972-12-02,2,12,1972,12/1972,3,I Can See Clearly Now,Johnny Nash,https://open.spotify.com/track/0DcrhZ12WcCqruCs8ibXSf
1972-12-02,2,12,1972,12/1972,4,I'd Love You To Want Me,Lobo,https://open.spotify.com/track/71CXzHYYOyNqgtVFpNdeCS
1972-12-02,2,12,1972,12/1972,5,If You Don't Know Me By Now,Harold Melvin And The Blue Notes,https://open.spotify.com/track/3NElqDNNnzvWYOwsbxLQKN
1973-01-06,6,1,1973,1/1973,1,You're So Vain,Carly Simon,https://open.spotify.com/track/2DnJjbjNTV9Nd5NOa1KGba
1973-01-06,6,1,1973,1/1973,2,Clair,Gilbert O'Sullivan,https://open.spotify.com/track/6yzN1aLjcsP5coOUZPOrJb
1973-01-06,6,1,1973,1/1973,3,Me And Mrs. Jones,Billy Paul,https://open.spotify.com/track/6Ro2z4RtAUew9Kz2HZWZUi
1973-01-06,6,1,1973,1/1973,4,Superstition,Stevie Wonder,https://open.spotify.com/track/1h2xVEoJORqrg71HocgqXd
1973-01-06,6,1,1973,1/1973,5,Funny Face,Donna Fargo,https://open.spotify.com/track/5yvhP0w0htBYXayiOtHfKN
1973-02-03,3,2,1973,2/1973,1,Crocodile Rock,Elton John,https://open.spotify.com/track/6WCeFNVAXUtNczb7lqLiZU
1973-02-03,3,2,1973,2/1973,2,You're So Vain,Carly Simon,https://open.spotify.com/track/2DnJjbjNTV9Nd5NOa1KGba
1973-02-03,3,2,1973,2/1973,3,Superstition,Stevie Wonder,https://open.spotify.com/track/1h2xVEoJORqrg71HocgqXd
1973-02-03,3,2,1973,2/1973,4,Why Can't We Live Together,Timmy Thomas,https://open.spotify.com/track/5mBHcJ6yNXyYGLosWkuGqv
1973-02-03,3,2,1973,2/1973,5,Your Mama Don't Dance,Kenny Loggins & Jim Messina,https://open.spotify.com/track/4er05Ot1sBRrD6BaevPMKa
1973-03-03,3,3,1973,3/1973,1,Killing Me Softly With His Song,Roberta Flack,https://open.spotify.com/track/3gsCAGsWr6pUm1Vy7CPPob
1973-03-03,3,3,1973,3/1973,2,Dueling Banjos,Deliverance/Eric Weissberg & Steve Mandell,https://open.spotify.com/track/4xxn8GDqs7RUwgZTNznXNp
1973-03-03,3,3,1973,3/1973,3,Last Song,Edward Bear,https://open.spotify.com/track/7cbYx1iSCstX5W0YkKDK0c
1973-03-03,3,3,1973,3/1973,4,Could It Be I'm Falling In Love,The Spinners,https://open.spotify.com/track/5i0urffBRKl09GSX2Jhdeh
1973-03-03,3,3,1973,3/1973,5,Crocodile Rock,Elton John,https://open.spotify.com/track/6WCeFNVAXUtNczb7lqLiZU
1973-04-07,7,4,1973,4/1973,1,The Night The Lights Went Out In Georgia,Vicki Lawrence,https://open.spotify.com/track/4ZObql2ASJn1bvasBzjlyI
1973-04-07,7,4,1973,4/1973,2,Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight And The Pips,https://open.spotify.com/track/3QgSJ9CqgLPk9B4xLdwLrS
1973-04-07,7,4,1973,4/1973,3,Killing Me Softly With His Song,Roberta Flack,https://open.spotify.com/track/3gsCAGsWr6pUm1Vy7CPPob
1973-04-07,7,4,1973,4/1973,4,Ain't No Woman (Like The One I've Got),Four Tops,https://open.spotify.com/track/6q8NBpF6twALMb86FBpLgQ
1973-04-07,7,4,1973,4/1973,5,Break Up To Make Up,The Stylistics,https://open.spotify.com/track/7lM1UzajLd21s1ZuRfpGgA
1973-05-05,5,5,1973,5/1973,2,The Cisco Kid,War,https://open.spotify.com/track/0FMbmj8V9BtGc7tYCMwSMu
1973-05-05,5,5,1973,5/1973,3,Little Willy,The Sweet,https://open.spotify.com/track/5yGYWR0ZTgaQbjQVq1FFbW
1973-05-05,5,5,1973,5/1973,4,You Are The Sunshine Of My Life,Stevie Wonder,https://open.spotify.com/track/0n2pjCIMKwHSXoYfEbYMfX
1973-05-05,5,5,1973,5/1973,5,The Night The Lights Went Out In Georgia,Vicki Lawrence,https://open.spotify.com/track/4ZObql2ASJn1bvasBzjlyI
1973-06-02,2,6,1973,6/1973,1,My Love,Paul McCartney And Wings,https://open.spotify.com/track/0Oj0TT23GBH2XuHAaSsloH
1973-06-02,2,6,1973,6/1973,2,Daniel,Elton John,https://open.spotify.com/track/1BvJmtaXsqtH438BcDPeBb
1973-06-02,2,6,1973,6/1973,3,Frankenstein,Edgar Winter Group,https://open.spotify.com/track/4g8ZUOxhPMXN5wVSP7gCau
1973-07-07,7,7,1973,7/1973,1,Will It Go Round In Circles,Billy Preston,https://open.spotify.com/track/0iifjjuozo6r5fh2GWI6Pq
1973-07-07,7,7,1973,7/1973,2,Kodachrome,Paul Simon,https://open.spotify.com/track/3f0U5NaD1bCk8nmKpn2ZJY
1973-07-07,7,7,1973,7/1973,3,My Love,Paul McCartney And Wings,https://open.spotify.com/track/0Oj0TT23GBH2XuHAaSsloH
1973-07-07,7,7,1973,7/1973,4,Give Me Love - (Give Me Peace On Earth),George Harrison,https://open.spotify.com/track/1ZiN3wseympSLDIFkaWHHC
1973-07-07,7,7,1973,7/1973,5,"Bad, Bad Leroy Brown",Jim Croce,https://open.spotify.com/track/2r3XNMon9K7bl2KTtHsaQO
1973-08-04,4,8,1973,8/1973,1,The Morning After,Maureen McGovern,https://open.spotify.com/track/3gAdXCoPRBhIGRoa7XdyUq
1973-08-04,4,8,1973,8/1973,2,"Bad, Bad Leroy Brown",Jim Croce,https://open.spotify.com/track/2r3XNMon9K7bl2KTtHsaQO
1973-08-04,4,8,1973,8/1973,3,Live And Let Die,Wings,https://open.spotify.com/track/0VV8wkOM4w78A2OHZOTzNP
1973-08-04,4,8,1973,8/1973,4,Smoke On The Water,Deep Purple,https://open.spotify.com/track/5MMnwYs0hIxkENRsbkWJ2G
1973-08-04,4,8,1973,8/1973,5,Yesterday Once More,Carpenters,https://open.spotify.com/track/3wM6RTAnF7IQpMFd7b9ZcL
1973-09-01,1,9,1973,9/1973,1,Brother Louie,Stories,https://open.spotify.com/track/2GbHCPcilprgsgiSMSS3TD
1973-09-01,1,9,1973,9/1973,2,Let's Get It On,Marvin Gaye,https://open.spotify.com/track/627teoJpK7qZOxRRY8TNnv
1973-09-01,1,9,1973,9/1973,3,Delta Dawn,Helen Reddy,https://open.spotify.com/track/53RGKUb4zvhHaDCmjgUrIP
1973-09-01,1,9,1973,9/1973,4,Touch Me In The Morning,Diana Ross,https://open.spotify.com/track/4sIkDCqNjTubfb5UVs8lEA
1973-09-01,1,9,1973,9/1973,5,Live And Let Die,Wings,https://open.spotify.com/track/0VV8wkOM4w78A2OHZOTzNP
1973-10-06,6,10,1973,10/1973,1,Half-Breed,Cher,https://open.spotify.com/track/23jaOlnV7vHmly51DPBr35
1973-10-06,6,10,1973,10/1973,3,Let's Get It On,Marvin Gaye,https://open.spotify.com/track/627teoJpK7qZOxRRY8TNnv
1973-10-06,6,10,1973,10/1973,4,We're An American Band,Grand Funk,https://open.spotify.com/track/3XcjIvaZVUFAIdIYZqY9bd
1973-10-06,6,10,1973,10/1973,5,Higher Ground,Stevie Wonder,https://open.spotify.com/track/0dMd4rilfd6gPbXaLpNYhu
1973-11-03,3,11,1973,11/1973,1,Midnight Train To Georgia,Gladys Knight And The Pips,https://open.spotify.com/track/7MF7QAodbGzNYav5ZfIhAY
1973-11-03,3,11,1973,11/1973,2,Angie,The Rolling Stones,https://open.spotify.com/track/1GcVa4jFySlun4jLSuMhiq
1973-11-03,3,11,1973,11/1973,4,Half-Breed,Cher,https://open.spotify.com/track/23jaOlnV7vHmly51DPBr35
1973-11-03,3,11,1973,11/1973,5,Paper Roses,Marie Osmond,https://open.spotify.com/track/19ErwmP0jgtD889IXuE2xg
1973-12-01,1,12,1973,12/1973,1,Top Of The World,Carpenters,https://open.spotify.com/track/1Ehdm1PDlKrdfyBsjwEvd1
1973-12-01,1,12,1973,12/1973,2,Photograph,Ringo Starr,https://open.spotify.com/track/1hwN2eAwsXgktvw9Qe8TrP
1973-12-01,1,12,1973,12/1973,3,Goodbye Yellow Brick Road,Elton John,https://open.spotify.com/track/4IRHwIZHzlHT1FQpRa5RdE
1973-12-01,1,12,1973,12/1973,4,Space Race,Billy Preston,https://open.spotify.com/track/76qyLSDhKstj0KuOKkp3oB
1974-01-05,5,1,1974,1/1974,1,Time In A Bottle,Jim Croce,https://open.spotify.com/track/7uWFUpGuEfmxYeymkV95jn
1974-01-05,5,1,1974,1/1974,2,The Joker,The Steve Miller Band,https://open.spotify.com/track/1bp2IO61zbQrbWNmKKxg3f
1974-01-05,5,1,1974,1/1974,3,Leave Me Alone (ruby Red Dress),Helen Reddy,https://open.spotify.com/track/2Uak7fGdGpwsgbIQWA8iCQ
1974-01-05,5,1,1974,1/1974,4,The Most Beautiful Girl,Charlie Rich,https://open.spotify.com/track/542C7PqR1oEfl63hlhQO4V
1974-01-05,5,1,1974,1/1974,5,Show And Tell,Al Wilson,https://open.spotify.com/track/6DqflB6QeldCbhV7lH5bqi
1974-02-02,2,2,1974,2/1974,1,The Way We Were,Barbra Streisand,https://open.spotify.com/track/1vZTgn4JXWMahR8r99ug5H
1974-02-02,2,2,1974,2/1974,2,You're Sixteen,Ringo Starr,https://open.spotify.com/track/4MAxWahEbzU8m4bD6mSZg9
1974-02-02,2,2,1974,2/1974,3,Love's Theme,Love Unlimited Orchestra,https://open.spotify.com/track/5csdrJ0JtFn0qvwlvSh2EI
1974-02-02,2,2,1974,2/1974,4,Show And Tell,Al Wilson,https://open.spotify.com/track/6DqflB6QeldCbhV7lH5bqi
1974-03-02,2,3,1974,3/1974,1,Seasons In The Sun,Terry Jacks,https://open.spotify.com/track/7pGMRy91RcQT9oHdPgYz3A
1974-03-02,2,3,1974,3/1974,2,The Way We Were,Barbra Streisand,https://open.spotify.com/track/1vZTgn4JXWMahR8r99ug5H
1974-03-02,2,3,1974,3/1974,3,Spiders & Snakes,Jim Stafford,https://open.spotify.com/track/1VREN3iKxfXrN6koXcXWPM
1974-03-02,2,3,1974,3/1974,4,Boogie Down,Eddie Kendricks,https://open.spotify.com/track/1hjZbd4ZlaCQhEpuyADSyb
1974-03-02,2,3,1974,3/1974,5,Jungle Boogie,Kool & The Gang,https://open.spotify.com/track/3K0SJUQNbOkUprTFcwwAKN
1974-04-06,6,4,1974,4/1974,1,Hooked On A Feeling,Blue Swede,https://open.spotify.com/track/6Ac4NVYYl2U73QiTt11ZKd
1974-04-06,6,4,1974,4/1974,2,Bennie And The Jets,Elton John,https://open.spotify.com/track/5Wj1rJnCLpMHdLaxsFtJLs
1974-04-06,6,4,1974,4/1974,3,Sunshine On My Shoulders,John Denver,https://open.spotify.com/track/3m8lTUL5GxGUNSaycI77ND
1974-04-06,6,4,1974,4/1974,4,Seasons In The Sun,Terry Jacks,https://open.spotify.com/track/7pGMRy91RcQT9oHdPgYz3A
1974-04-06,6,4,1974,4/1974,5,The Lord's Prayer,Sister Janet Mead,https://open.spotify.com/track/59BFjKWVka67Wee48TmtjA
1974-05-04,4,5,1974,5/1974,1,The Loco-Motion,Grand Funk,https://open.spotify.com/track/0PxYWaGiwWtcuL1VIMiEW4
1974-05-04,4,5,1974,5/1974,3,Bennie And The Jets,Elton John,https://open.spotify.com/track/5Wj1rJnCLpMHdLaxsFtJLs
1974-05-04,4,5,1974,5/1974,4,Best Thing That Ever Happened To Me,Gladys Knight And The Pips,https://open.spotify.com/track/0bYwN4LqZYLfs9ZEHPXjBC
1974-05-04,4,5,1974,5/1974,5,Dancing Machine,Jackson 5,https://open.spotify.com/track/0xqb2Euq1PAxKHBA36NUnx
1974-06-01,1,6,1974,6/1974,1,The Streak,Ray Stevens,https://open.spotify.com/track/7FUk1EkNJLXyjadbiHlw0C
1974-06-01,1,6,1974,6/1974,2,Band On The Run,Paul McCartney And Wings,https://open.spotify.com/track/1H4idkmruFoJBg1DvUv2tY
1974-06-01,1,6,1974,6/1974,3,Dancing Machine,Jackson 5,https://open.spotify.com/track/0xqb2Euq1PAxKHBA36NUnx
1974-06-01,1,6,1974,6/1974,4,You Make Me Feel Brand New,The Stylistics,https://open.spotify.com/track/73GR50SgGV5hybgWDSFWtD
1974-06-01,1,6,1974,6/1974,5,The Entertainer,"Marvin Hamlisch/""The Sting""",https://open.spotify.com/track/3qq7parQQaohn9N7qKrKtE
1974-07-06,6,7,1974,7/1974,1,Rock The Boat,The Hues Corporation,https://open.spotify.com/track/7fu3Tv5rcoGD1PZV7s57WW
1974-07-06,6,7,1974,7/1974,2,Sundown,Gordon Lightfoot,https://open.spotify.com/track/0SjnBEHZVXgCKvOrpvzL2k
1974-07-06,6,7,1974,7/1974,3,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,https://open.spotify.com/track/6ZqgJAbxuEUjazBLN5V0U4
1974-07-06,6,7,1974,7/1974,4,Rock Your Baby,George McCrae,https://open.spotify.com/track/6pMHMzwTsWIxLigr54GGVm
1974-07-06,6,7,1974,7/1974,5,If You Love Me (let Me Know),Olivia Newton-John,https://open.spotify.com/track/5q8UoqDHPe9bU4R5bbvcJF
1974-08-03,3,8,1974,8/1974,1,ANNIE's SONG,John Denver,https://open.spotify.com/track/4J0DbyODwZJcmIAiTSJfMF
1974-08-03,3,8,1974,8/1974,2,Don't Let The Sun Go Down On Me,Elton John,https://open.spotify.com/track/7xGOvQukPKKQVLiJOPSmt0
1974-08-03,3,8,1974,8/1974,3,Feel Like Makin' Love,Roberta Flack,https://open.spotify.com/track/7gkboYtvhuXNS4EUwmFPcw
1974-08-03,3,8,1974,8/1974,4,Rikki Don't Lose That Number,Steely Dan,https://open.spotify.com/track/0xLrMI4R2xTwRHWV3UQCAZ
1974-08-03,3,8,1974,8/1974,5,The Night Chicago Died,Paper Lace,https://open.spotify.com/track/4f4RRYN3R7glPElFjeoUnC
1974-09-07,7,9,1974,9/1974,2,I Shot The Sheriff,Eric Clapton,https://open.spotify.com/track/0UOxp1BpnD8uPQMKU4wKjz
1974-09-07,7,9,1974,9/1974,3,Tell Me Something Good,Rufus Featuring Chaka Khan,https://open.spotify.com/track/1OO2Fp9PsnaayiekeXuGJX
1974-09-07,7,9,1974,9/1974,4,Rock Me Gently,Andy Kim,https://open.spotify.com/track/2qh2VGAOYFXLsMbdATRf6w
1974-09-07,7,9,1974,9/1974,5,I'm Leaving It (All) Up To You,Donny & Marie Osmond,https://open.spotify.com/track/2Ar5ZYieSYLx8xfNCCgzFc
1974-10-05,5,10,1974,10/1974,1,I Honestly Love You,Olivia Newton-John,https://open.spotify.com/track/5q8UoqDHPe9bU4R5bbvcJF
1974-10-05,5,10,1974,10/1974,2,Nothing From Nothing,Billy Preston,https://open.spotify.com/track/72PoJMDfdaw9gGECgA9kTZ
1974-10-05,5,10,1974,10/1974,4,Beach Baby,First Class,https://open.spotify.com/track/5J74pF4Nn86qyLQihpkXq4
1974-10-05,5,10,1974,10/1974,5,You Haven't Done Nothin,Stevie Wonder,https://open.spotify.com/track/1inwt0v9a4ib9yS6Y4KsdM
1974-11-02,2,11,1974,11/1974,1,You Haven't Done Nothin,Stevie Wonder,https://open.spotify.com/track/1inwt0v9a4ib9yS6Y4KsdM
1974-11-02,2,11,1974,11/1974,3,Jazzman,Carole King,https://open.spotify.com/track/2wHvE5GdYhuTOAqPg4r0w4
1974-11-02,2,11,1974,11/1974,4,The Bitch Is Back,Elton John,https://open.spotify.com/track/40tnCfx2mTtHozyaRDcYC5
1974-11-02,2,11,1974,11/1974,5,Can't Get Enough,Bad Company,https://open.spotify.com/track/6n5lHdpuBDdA7pYDpiKzEI
1974-12-07,7,12,1974,12/1974,1,Kung Fu Fighting,Carl Douglas,https://open.spotify.com/track/7K8QsHbmUpSX37oOCL4e2g
1974-12-07,7,12,1974,12/1974,2,I Can Help,Billy Swan,https://open.spotify.com/track/0ynmh87cJ8HvBWFOooBrz6
1974-12-07,7,12,1974,12/1974,3,When Will I See You Again,The Three Degrees,https://open.spotify.com/track/02srSkeu2pzybuVr2B9TJm
1974-12-07,7,12,1974,12/1974,4,Do It ('til You're Satisfied),B.T. Express,https://open.spotify.com/track/4lnQfs7AmQm6dqCaNMDJLr
1974-12-07,7,12,1974,12/1974,5,Cat's In The Cradle,Harry Chapin,https://open.spotify.com/track/2obblQ6tcePeOEVJV6nEGD
1975-01-04,4,1,1975,1/1975,1,Lucy In The Sky With Diamonds,Elton John,https://open.spotify.com/track/13JsYnkF16pHKuOFG6uI1C
1975-01-04,4,1,1975,1/1975,2,"You're The First, The Last, My Everything",Barry White,https://open.spotify.com/track/5EcmvgWODi8PNTfVeTlZjb
1975-01-04,4,1,1975,1/1975,3,Kung Fu Fighting,Carl Douglas,https://open.spotify.com/track/7K8QsHbmUpSX37oOCL4e2g
1975-01-04,4,1,1975,1/1975,5,Laughter In The Rain,Neil Sedaka,https://open.spotify.com/track/6J8mn61YYBnMmPuS0GQuCv
1975-02-01,1,2,1975,2/1975,1,Laughter In The Rain,Neil Sedaka,https://open.spotify.com/track/6J8mn61YYBnMmPuS0GQuCv
1975-02-01,1,2,1975,2/1975,2,Fire,Ohio Players,https://open.spotify.com/track/06xkqQuJzl1ddeK48jG6qa
1975-02-01,1,2,1975,2/1975,3,Boogie On Reggae Woman,Stevie Wonder,https://open.spotify.com/track/7wOKVOhqghB6rCyaPWVegJ
1975-02-01,1,2,1975,2/1975,4,You're No Good,Linda Ronstadt,https://open.spotify.com/track/23DZLSxCK6kM8FF2RlzKDl
1975-03-01,1,3,1975,3/1975,1,Best Of My Love,Eagles,https://open.spotify.com/track/5MLLuLqPdUlx8bfKtdkLwO
1975-03-01,1,3,1975,3/1975,2,Have You Never Been Mellow,Olivia Newton-John,https://open.spotify.com/track/5ehVOC0zSdwWqyZlhomJSi
1975-03-01,1,3,1975,3/1975,3,Black Water,The Doobie Brothers,https://open.spotify.com/track/4p8QcNkaq2FQj8uGJ7HEDK
1975-03-01,1,3,1975,3/1975,4,My Eyes Adored You,Frankie Valli,https://open.spotify.com/track/2yDQVcj26tpi9IUJhw9xDs
1975-03-01,1,3,1975,3/1975,5,Some Kind Of Wonderful,Grand Funk,https://open.spotify.com/track/1cU34sZG9kF4FYHCoAD0Ib
1975-04-05,5,4,1975,4/1975,1,Lovin' You,Minnie Riperton,https://open.spotify.com/track/3ebYtLVuV4HzEZUDcpZB9p
1975-05-03,3,5,1975,5/1975,1,He Don't Love You (Like I Love You),Tony Orlando & Dawn,https://open.spotify.com/track/0XaaoZUWQFzcFiQbXKhABU
1975-05-03,3,5,1975,5/1975,2,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,https://open.spotify.com/track/0b7qiL1rLbUUpGXczt7p5T
1975-05-03,3,5,1975,5/1975,3,Before The Next Teardrop Falls,Freddy Fender,https://open.spotify.com/track/2SVW5774QbmEjWfbHOEnz3
1975-05-03,3,5,1975,5/1975,5,Chevy Van,Sammy Johns,https://open.spotify.com/track/31S6oGx81hVIjWz6cu5oNw
1975-06-07,7,6,1975,6/1975,1,Thank God I'm A Country Boy,John Denver,https://open.spotify.com/track/69HICMmc6nNLucAx3aJX9M
1975-06-07,7,6,1975,6/1975,2,Sister Golden Hair,America,https://open.spotify.com/track/5VSAonaAPhhGn0G7hMYwWK
1975-06-07,7,6,1975,6/1975,3,How Long,Ace,https://open.spotify.com/track/6Wgst4P9SOnc6WGLtfTb1z
1975-06-07,7,6,1975,6/1975,4,Bad Time,Grand Funk,https://open.spotify.com/track/2DL5cXb2F3nvggbyTiNhzc
1975-06-07,7,6,1975,6/1975,5,Old Days,Chicago,https://open.spotify.com/track/566JK3Jw6Elm5oydYhUXAu
1975-07-05,5,7,1975,7/1975,1,Love Will Keep Us Together,The Captain & Tennille,https://open.spotify.com/track/0QmBMkTnJkC1dWNDd0sBWG
1975-07-05,5,7,1975,7/1975,2,The Hustle,Van McCoy & The Soul City Symphony,https://open.spotify.com/track/06sImcalauWP5m1XIWTLTI
1975-07-05,5,7,1975,7/1975,3,Listen To What The Man Said,Wings,https://open.spotify.com/track/0SkpjIqhANcC2QQu8DIuwG
1975-07-05,5,7,1975,7/1975,4,Wildfire,Michael Murphey,https://open.spotify.com/track/737c89v3Zdit8EUyNJ7KeS
1975-07-05,5,7,1975,7/1975,5,Love Won't Let Me Wait,Major Harris,https://open.spotify.com/track/7eQyTHRRxYkyUh8JRNOw09
1975-08-02,2,8,1975,8/1975,1,One Of These Nights,Eagles,https://open.spotify.com/track/608xszaAxVh4m7NcKJiAbF
1975-08-02,2,8,1975,8/1975,2,I'm Not In Love,10cc,https://open.spotify.com/track/5HQEmiV2lKnSO6qa2fsR7x
1975-08-02,2,8,1975,8/1975,3,Jive Talkin',Bee Gees,https://open.spotify.com/track/4t0Pj3iBnSCZv5pDEPNmzG
1975-08-02,2,8,1975,8/1975,4,Please Mr. Please,Olivia Newton-John,https://open.spotify.com/track/1lL1jDnZTH60djVb6vKIQj
1975-08-02,2,8,1975,8/1975,5,The Hustle,Van McCoy & The Soul City Symphony,https://open.spotify.com/track/06sImcalauWP5m1XIWTLTI
1975-09-06,6,9,1975,9/1975,1,Rhinestone Cowboy,Glen Campbell,https://open.spotify.com/track/0VwTeYNjcl30DyQlt3GPe0
1975-09-06,6,9,1975,9/1975,2,Fallin' In Love,"Hamilton, Joe Frank & Reynolds",https://open.spotify.com/track/4XrbcxI03ARSyqU8jE3pXy
1975-09-06,6,9,1975,9/1975,3,Get Down Tonight,KC And The Sunshine Band,https://open.spotify.com/track/6zbFTYeqNvZdms60HouEFT
1975-09-06,6,9,1975,9/1975,4,At Seventeen,Janis Ian,https://open.spotify.com/track/11pLh1SQkrbEPWUc1c7mEY
1975-09-06,6,9,1975,9/1975,5,How Sweet It Is (To Be Loved By You),James Taylor,https://open.spotify.com/track/75Nlnd9AJ4CYrLXgWGsuTF
1975-10-04,4,10,1975,10/1975,1,Fame,David Bowie,https://open.spotify.com/track/1PehfITh0TTRx3LkDdV4h3
1975-10-04,4,10,1975,10/1975,2,I'm Sorry,John Denver,https://open.spotify.com/track/5opuphTIXgUUClEs5mnIQN
1975-10-04,4,10,1975,10/1975,3,Rhinestone Cowboy,Glen Campbell,https://open.spotify.com/track/0VwTeYNjcl30DyQlt3GPe0
1975-10-04,4,10,1975,10/1975,4,Run Joey Run,David Geddes,https://open.spotify.com/track/1g2nJvSNGFj145mRiT6usx
1975-10-04,4,10,1975,10/1975,5,Mr. Jaws,Dickie Goodman,https://open.spotify.com/track/4f5khGfquhi5YDNd4bRusS
1975-11-01,1,11,1975,11/1975,1,Island Girl,Elton John,https://open.spotify.com/track/1H7x0bYvO4rwUOb8fQXfEk
1975-11-01,1,11,1975,11/1975,2,I'm Sorry,John Denver,https://open.spotify.com/track/5opuphTIXgUUClEs5mnIQN
1975-11-01,1,11,1975,11/1975,3,Miracles,Jefferson Starship,https://open.spotify.com/track/5dFvprlP5JS7gxeaMhMOWS
1975-11-01,1,11,1975,11/1975,4,Lyin' Eyes,Eagles,https://open.spotify.com/track/5lQKRR3MdJLtAwNBiT8Cq0
1975-11-01,1,11,1975,11/1975,5,They Just Can't Stop It the (Games People Play),The Spinners,https://open.spotify.com/track/6IBPzyh7XTASQswD0coJN7
1975-12-06,6,12,1975,12/1975,1,"Fly, Robin, Fly",Silver Convention,https://open.spotify.com/track/4Wr14AISsCuBGdkA6rids4
1975-12-06,6,12,1975,12/1975,2,That's The Way (I Like It),KC And The Sunshine Band,https://open.spotify.com/track/3PR79C1jVvLLLmgdyHkXl3
